Product_id,Product_category_name,Product_weight_g,Product_length_cm,Product_height_cm,Product_width_cm
PRODUCT_00158,computers_accessories,783.0,21.0,13.0,28.0
PRODUCT_00159,perfumery,600.0,20.0,20.0,20.0
PRODUCT_00160,toys,11650.0,55.0,30.0,30.0
PRODUCT_00161,toys,3050.0,40.0,10.0,40.0
PRODUCT_00162,telephony,100.0,16.0,3.0,11.0
PRODUCT_00163,garden_tools,16500.0,40.0,25.0,26.0
PRODUCT_00164,fashion_underwear_beachwear,250.0,36.0,4.0,20.0
PRODUCT_00165,luggage_accessories,2300.0,84.0,14.0,20.0
PRODUCT_00166,electronics,1350.0,33.0,12.0,26.0
PRODUCT_00167,home_utilities,530.0,17.0,20.0,20.0
PRODUCT_00168,fashion_shoes,4000.0,57.0,14.0,36.0
PRODUCT_00169,sports_leisure,8150.0,20.0,20.0,20.0
PRODUCT_00170,health_beauty,1150.0,20.0,25.0,20.0
PRODUCT_00171,watches_gifts,200.0,16.0,2.0,11.0
PRODUCT_00172,furniture_decor,400.0,16.0,20.0,16.0
PRODUCT_00173,furniture_decor,600.0,29.0,12.0,23.0
PRODUCT_00174,Unknown,300.0,35.0,7.0,12.0
PRODUCT_00175,cool_stuff,10664.0,61.0,63.0,35.0
PRODUCT_00176,home_utilities,1800.0,50.0,12.0,36.0
PRODUCT_00177,sports_leisure,500.0,16.0,2.0,11.0
PRODUCT_00178,stationery,258.0,19.0,12.0,19.0
PRODUCT_00179,stationery,1400.0,16.0,44.0,37.0
PRODUCT_00180,toys,400.0,35.0,7.0,35.0
PRODUCT_00181,air_conditioning,1300.0,30.0,10.0,30.0
PRODUCT_00182,bed_bath_table,1000.0,30.0,10.0,25.0
PRODUCT_00183,pet_shop,1300.0,30.0,10.0,18.0
PRODUCT_00184,toys,3305.0,38.0,36.0,19.0
PRODUCT_00185,baby,6000.0,75.0,15.0,50.0
PRODUCT_00186,computers_accessories,300.0,35.0,5.0,25.0
PRODUCT_00187,bed_bath_table,250.0,20.0,2.0,15.0
PRODUCT_00188,perfumery,400.0,18.0,11.0,11.0
PRODUCT_00189,toys,1250.0,29.0,19.0,22.0
PRODUCT_00190,fashion_mens_clothing,950.0,40.0,6.0,40.0
PRODUCT_00191,pet_shop,2000.0,30.0,34.0,17.0
PRODUCT_00192,baby,13575.0,71.0,81.0,44.0
PRODUCT_00193,health_beauty,667.0,17.0,16.0,16.0
PRODUCT_00194,watches_gifts,267.0,17.0,11.0,12.0
PRODUCT_00195,bed_bath_table,1750.0,45.0,20.0,40.0
PRODUCT_00196,health_beauty,150.0,16.0,12.0,11.0
PRODUCT_00197,toys,10550.0,65.0,7.0,45.0
PRODUCT_00198,home_utilities,1725.0,100.0,35.0,16.0
PRODUCT_00199,luggage_accessories,700.0,45.0,10.0,31.0
PRODUCT_00200,sports_leisure,400.0,34.0,16.0,16.0
PRODUCT_00201,stationery,300.0,30.0,10.0,20.0
PRODUCT_00202,home_construction,5850.0,60.0,25.0,25.0
PRODUCT_00203,watches_gifts,267.0,17.0,11.0,13.0
PRODUCT_00204,bed_bath_table,1500.0,39.0,12.0,25.0
PRODUCT_00205,cool_stuff,400.0,24.0,16.0,14.0
PRODUCT_00206,sports_leisure,1300.0,31.0,32.0,31.0
PRODUCT_00207,home_utilities,400.0,16.0,10.0,14.0
PRODUCT_00208,arts,150.0,25.0,2.0,19.0
PRODUCT_00209,health_beauty,650.0,25.0,13.0,14.0
PRODUCT_00210,fashion_bags_accessories,300.0,25.0,10.0,25.0
PRODUCT_00211,bed_bath_table,4850.0,75.0,5.0,50.0
PRODUCT_00212,automotive,825.0,20.0,24.0,15.0
PRODUCT_00213,computers_accessories,600.0,46.0,3.0,15.0
PRODUCT_00214,sports_leisure,700.0,23.0,9.0,11.0
PRODUCT_00215,furniture_decor,300.0,40.0,10.0,27.0
PRODUCT_00216,home_utilities,1270.0,17.0,14.0,17.0
PRODUCT_00217,Unknown,2200.0,16.0,2.0,11.0
PRODUCT_00218,home_appliances,150.0,18.0,8.0,13.0
PRODUCT_00219,garden_tools,200.0,16.0,3.0,11.0
PRODUCT_00220,kitchen_laundry_room_dining_garden_furniture,10893.0,33.0,88.0,44.0
PRODUCT_00221,home_utilities,1800.0,25.0,7.0,20.0
PRODUCT_00222,health_beauty,360.0,30.0,19.0,22.0
PRODUCT_00223,electronics,175.0,22.0,11.0,15.0
PRODUCT_00224,pet_shop,1900.0,50.0,13.0,70.0
PRODUCT_00225,sports_leisure,250.0,20.0,20.0,20.0
PRODUCT_00226,baby,6950.0,85.0,11.0,50.0
PRODUCT_00227,home_utilities,1100.0,55.0,5.0,40.0
PRODUCT_00228,baby,300.0,17.0,7.0,24.0
PRODUCT_00229,office_furniture,16500.0,58.0,28.0,58.0
PRODUCT_00230,luggage_accessories,300.0,16.0,23.0,19.0
PRODUCT_00231,electronics,1836.0,61.0,6.0,24.0
PRODUCT_00232,health_beauty,175.0,18.0,22.0,16.0
PRODUCT_00233,toys,675.0,22.0,24.0,21.0
PRODUCT_00234,industry_commerce_and_business,1200.0,30.0,20.0,30.0
PRODUCT_00235,computers_accessories,200.0,39.0,2.0,30.0
PRODUCT_00236,office_furniture,16100.0,63.0,61.0,24.0
PRODUCT_00237,telephony,117.0,19.0,4.0,12.0
PRODUCT_00238,landline_phones,455.0,36.0,18.0,27.0
PRODUCT_00239,bed_bath_table,550.0,16.0,10.0,16.0
PRODUCT_00240,fashion_shoes,750.0,22.0,12.0,33.0
PRODUCT_00241,cool_stuff,586.0,18.0,11.0,13.0
PRODUCT_00242,sports_leisure,3700.0,30.0,20.0,20.0
PRODUCT_00243,home_utilities,3150.0,30.0,17.0,30.0
PRODUCT_00244,bed_bath_table,2100.0,53.0,27.0,40.0
PRODUCT_00245,bed_bath_table,550.0,23.0,15.0,23.0
PRODUCT_00246,automotive,13825.0,70.0,35.0,49.0
PRODUCT_00247,bed_bath_table,850.0,40.0,6.0,50.0
PRODUCT_00248,baby,250.0,21.0,4.0,13.0
PRODUCT_00249,toys,400.0,20.0,20.0,20.0
PRODUCT_00250,perfumery,400.0,16.0,20.0,15.0
PRODUCT_00251,consoles_games,200.0,16.0,2.0,16.0
PRODUCT_00252,automotive,250.0,20.0,20.0,20.0
PRODUCT_00253,computers_accessories,1950.0,17.0,11.0,12.0
PRODUCT_00254,furniture_decor,300.0,35.0,10.0,25.0
PRODUCT_00255,watches_gifts,1050.0,30.0,45.0,11.0
PRODUCT_00256,automotive,400.0,16.0,7.0,11.0
PRODUCT_00257,musical_instruments,1000.0,56.0,9.0,22.0
PRODUCT_00258,sports_leisure,150.0,16.0,16.0,11.0
PRODUCT_00259,health_beauty,700.0,16.0,16.0,16.0
PRODUCT_00260,health_beauty,2000.0,30.0,12.0,16.0
PRODUCT_00261,construction_tools_construction,21400.0,20.0,20.0,20.0
PRODUCT_00262,Unknown,300.0,16.0,7.0,11.0
PRODUCT_00263,computers_accessories,188.0,20.0,16.0,15.0
PRODUCT_00264,furniture_decor,300.0,16.0,30.0,20.0
PRODUCT_00265,fashion_bags_accessories,13600.0,26.0,60.0,40.0
PRODUCT_00266,furniture_decor,800.0,25.0,25.0,25.0
PRODUCT_00267,furniture_decor,1400.0,65.0,12.0,12.0
PRODUCT_00268,watches_gifts,650.0,13.0,11.0,12.0
PRODUCT_00269,luggage_accessories,950.0,46.0,10.0,33.0
PRODUCT_00270,furniture_decor,17400.0,42.0,35.0,42.0
PRODUCT_00271,fashion_mens_clothing,300.0,16.0,2.0,11.0
PRODUCT_00272,computers_accessories,700.0,20.0,20.0,20.0
PRODUCT_00273,pet_shop,625.0,21.0,16.0,17.0
PRODUCT_00274,garden_tools,3250.0,32.0,14.0,22.0
PRODUCT_00275,fashion_shoes,1500.0,22.0,12.0,33.0
PRODUCT_00276,bed_bath_table,250.0,32.0,3.0,23.0
PRODUCT_00277,garden_tools,425.0,31.0,6.0,12.0
PRODUCT_00278,air_conditioning,150.0,20.0,8.0,13.0
PRODUCT_00279,furniture_decor,350.0,68.0,8.0,13.0
PRODUCT_00280,fashion_shoes,300.0,29.0,7.0,16.0
PRODUCT_00281,telephony,100.0,19.0,3.0,11.0
PRODUCT_00282,automotive,550.0,16.0,21.0,18.0
PRODUCT_00283,automotive,1000.0,26.0,40.0,20.0
PRODUCT_00284,home_utilities,14850.0,35.0,102.0,35.0
PRODUCT_00285,consoles_games,1850.0,28.0,14.0,19.0
PRODUCT_00286,fashion_bags_accessories,300.0,16.0,2.0,11.0
PRODUCT_00287,telephony,200.0,19.0,4.0,11.0
PRODUCT_00288,health_beauty,150.0,22.0,3.0,15.0
PRODUCT_00289,sports_leisure,900.0,16.0,16.0,16.0
PRODUCT_00290,garden_tools,1900.0,44.0,19.0,19.0
PRODUCT_00291,bed_bath_table,1450.0,45.0,10.0,15.0
PRODUCT_00292,technical_books,1100.0,29.0,3.0,21.0
PRODUCT_00293,sports_leisure,200.0,16.0,11.0,11.0
PRODUCT_00294,sports_leisure,12600.0,20.0,10.0,20.0
PRODUCT_00295,health_beauty,1450.0,25.0,25.0,16.0
PRODUCT_00296,cool_stuff,800.0,42.0,25.0,15.0
PRODUCT_00297,electronics,200.0,20.0,20.0,20.0
PRODUCT_00298,garden_tools,11450.0,23.0,43.0,35.0
PRODUCT_00299,furniture_decor,2200.0,20.0,20.0,20.0
PRODUCT_00300,home_appliances_2,13200.0,66.0,19.0,67.0
PRODUCT_00301,fashion_bags_accessories,200.0,16.0,2.0,11.0
PRODUCT_00302,musical_instruments,3350.0,30.0,30.0,30.0
PRODUCT_00303,bed_bath_table,2200.0,42.0,11.0,36.0
PRODUCT_00304,office_furniture,30000.0,50.0,50.0,30.0
PRODUCT_00305,baby,500.0,30.0,8.0,35.0
PRODUCT_00306,bed_bath_table,1800.0,45.0,10.0,34.0
PRODUCT_00307,Unknown,200.0,22.0,14.0,14.0
PRODUCT_00308,luggage_accessories,700.0,19.0,48.0,35.0
PRODUCT_00309,luggage_accessories,2900.0,40.0,55.0,30.0
PRODUCT_00310,fashion_bags_accessories,200.0,16.0,9.0,11.0
PRODUCT_00311,health_beauty,300.0,16.0,18.0,16.0
PRODUCT_00312,stationery,200.0,23.0,7.0,15.0
PRODUCT_00313,bed_bath_table,700.0,49.0,4.0,50.0
PRODUCT_00314,telephony,200.0,17.0,13.0,16.0
PRODUCT_00315,air_conditioning,7800.0,105.0,10.0,40.0
PRODUCT_00316,stationery,550.0,16.0,4.0,11.0
PRODUCT_00317,watches_gifts,200.0,16.0,2.0,11.0
PRODUCT_00318,bed_bath_table,1000.0,30.0,7.0,24.0
PRODUCT_00319,stationery,1000.0,26.0,8.0,33.0
PRODUCT_00320,office_furniture,5850.0,45.0,55.0,16.0
PRODUCT_00321,baby,8300.0,45.0,25.0,45.0
PRODUCT_00322,sports_leisure,1800.0,28.0,12.0,18.0
PRODUCT_00323,sports_leisure,900.0,26.0,6.0,13.0
PRODUCT_00324,sports_leisure,415.0,19.0,19.0,19.0
PRODUCT_00325,telephony,103.0,21.0,6.0,14.0
PRODUCT_00326,automotive,500.0,20.0,8.0,14.0
PRODUCT_00327,stationery,600.0,16.0,6.0,11.0
PRODUCT_00328,computers_accessories,4750.0,18.0,22.0,30.0
PRODUCT_00329,watches_gifts,263.0,18.0,15.0,16.0
PRODUCT_00330,baby,50.0,16.0,2.0,11.0
PRODUCT_00331,perfumery,200.0,16.0,22.0,11.0
PRODUCT_00332,bed_bath_table,360.0,36.0,6.0,26.0
PRODUCT_00333,cool_stuff,150.0,16.0,7.0,12.0
PRODUCT_00334,sports_leisure,1100.0,32.0,5.0,30.0
PRODUCT_00335,fashion_bags_accessories,2250.0,22.0,15.0,20.0
PRODUCT_00336,automotive,1475.0,68.0,9.0,35.0
PRODUCT_00337,sports_leisure,1600.0,100.0,7.0,11.0
PRODUCT_00338,health_beauty,1650.0,25.0,30.0,20.0
PRODUCT_00339,toys,650.0,35.0,10.0,15.0
PRODUCT_00340,home_utilities,900.0,21.0,34.0,34.0
PRODUCT_00341,telephony,75.0,19.0,3.0,11.0
PRODUCT_00342,garden_tools,600.0,19.0,7.0,14.0
PRODUCT_00343,furniture_decor,400.0,35.0,6.0,15.0
PRODUCT_00344,home_utilities,553.0,18.0,9.0,15.0
PRODUCT_00345,books_general_interest,900.0,18.0,25.0,16.0
PRODUCT_00346,home_utilities,250.0,25.0,25.0,25.0
PRODUCT_00347,office_furniture,14900.0,58.0,28.0,58.0
PRODUCT_00348,bed_bath_table,1100.0,16.0,10.0,16.0
PRODUCT_00349,furniture_decor,850.0,69.0,11.0,11.0
PRODUCT_00350,bed_bath_table,350.0,16.0,10.0,16.0
PRODUCT_00351,garden_tools,1400.0,20.0,20.0,30.0
PRODUCT_00352,computers_accessories,200.0,20.0,20.0,20.0
PRODUCT_00353,computers_accessories,617.0,17.0,14.0,17.0
PRODUCT_00354,home_utilities,2600.0,16.0,41.0,41.0
PRODUCT_00355,drinks,200.0,20.0,9.0,14.0
PRODUCT_00356,bed_bath_table,2000.0,49.0,16.0,39.0
PRODUCT_00357,health_beauty,266.0,20.0,8.0,18.0
PRODUCT_00358,telephony,200.0,19.0,4.0,11.0
PRODUCT_00359,baby,300.0,68.0,7.0,13.0
PRODUCT_00360,pet_shop,300.0,16.0,16.0,16.0
PRODUCT_00361,watches_gifts,200.0,16.0,2.0,20.0
PRODUCT_00362,small_appliances,1300.0,20.0,16.0,20.0
PRODUCT_00363,bed_bath_table,550.0,16.0,10.0,16.0
PRODUCT_00364,telephony,300.0,17.0,4.0,12.0
PRODUCT_00365,marketplace,2150.0,40.0,25.0,30.0
PRODUCT_00366,automotive,3300.0,35.0,20.0,20.0
PRODUCT_00367,perfumery,200.0,16.0,16.0,16.0
PRODUCT_00368,sports_leisure,200.0,21.0,9.0,13.0
PRODUCT_00369,perfumery,514.0,18.0,12.0,15.0
PRODUCT_00370,home_construction,3100.0,38.0,28.0,28.0
PRODUCT_00371,home_utilities,1200.0,27.0,18.0,23.0
PRODUCT_00372,sports_leisure,250.0,16.0,10.0,16.0
PRODUCT_00373,toys,7400.0,45.0,29.0,53.0
PRODUCT_00374,the_kitchen,7600.0,55.0,15.0,55.0
PRODUCT_00375,sports_leisure,875.0,40.0,26.0,20.0
PRODUCT_00376,furniture_decor,700.0,35.0,7.0,27.0
PRODUCT_00377,office_furniture,900.0,17.0,10.0,15.0
PRODUCT_00378,sports_leisure,700.0,49.0,12.0,27.0
PRODUCT_00379,bed_bath_table,1100.0,16.0,10.0,16.0
PRODUCT_00380,cool_stuff,1150.0,28.0,10.0,25.0
PRODUCT_00381,cool_stuff,900.0,25.0,10.0,25.0
PRODUCT_00382,Unknown,1400.0,25.0,25.0,25.0
PRODUCT_00383,technical_books,2050.0,29.0,5.0,21.0
PRODUCT_00384,health_beauty,2150.0,28.0,32.0,11.0
PRODUCT_00385,health_beauty,490.0,30.0,5.0,25.0
PRODUCT_00386,toys,1000.0,30.0,13.0,30.0
PRODUCT_00387,computers_accessories,200.0,16.0,4.0,14.0
PRODUCT_00388,home_utilities,500.0,19.0,13.0,20.0
PRODUCT_00389,bed_bath_table,500.0,16.0,10.0,16.0
PRODUCT_00390,Unknown,4300.0,30.0,10.0,48.0
PRODUCT_00391,perfumery,1000.0,20.0,14.0,13.0
PRODUCT_00392,automotive,4200.0,78.0,4.0,47.0
PRODUCT_00393,perfumery,350.0,16.0,11.0,11.0
PRODUCT_00394,telephony,125.0,19.0,3.0,11.0
PRODUCT_00395,telephony,100.0,19.0,3.0,11.0
PRODUCT_00396,home_utilities,4100.0,51.0,31.0,31.0
PRODUCT_00397,electronics,200.0,20.0,20.0,20.0
PRODUCT_00398,consoles_games,300.0,23.0,3.0,11.0
PRODUCT_00399,home_utilities,8400.0,50.0,28.0,31.0
PRODUCT_00400,home_utilities,1550.0,46.0,10.0,35.0
PRODUCT_00401,home_utilities,600.0,17.0,17.0,18.0
PRODUCT_00402,fashion_bags_accessories,200.0,16.0,2.0,20.0
PRODUCT_00403,automotive,500.0,16.0,21.0,18.0
PRODUCT_00404,construction_tools,1250.0,22.0,17.0,20.0
PRODUCT_00405,computers_accessories,667.0,27.0,19.0,20.0
PRODUCT_00406,bed_bath_table,300.0,40.0,4.0,30.0
PRODUCT_00407,perfumery,400.0,18.0,18.0,12.0
PRODUCT_00408,sports_leisure,450.0,25.0,25.0,25.0
PRODUCT_00409,automotive,2800.0,16.0,2.0,11.0
PRODUCT_00410,furniture_decor,250.0,20.0,6.0,11.0
PRODUCT_00411,furniture_decor,250.0,35.0,5.0,25.0
PRODUCT_00412,pet_shop,300.0,24.0,12.0,12.0
PRODUCT_00413,Unknown,150.0,16.0,2.0,11.0
PRODUCT_00414,furniture_decor,1000.0,35.0,25.0,25.0
PRODUCT_00415,furniture_decor,6267.0,36.0,40.0,36.0
PRODUCT_00416,sports_leisure,2653.0,53.0,15.0,36.0
PRODUCT_00417,furniture_decor,3000.0,69.0,11.0,11.0
PRODUCT_00418,automotive,8500.0,18.0,29.0,13.0
PRODUCT_00419,sports_leisure,2120.0,26.0,25.0,25.0
PRODUCT_00420,small_appliances,750.0,30.0,30.0,30.0
PRODUCT_00421,bed_bath_table,1650.0,35.0,20.0,30.0
PRODUCT_00422,computers_accessories,900.0,26.0,13.0,21.0
PRODUCT_00423,home_utilities,800.0,31.0,5.0,21.0
PRODUCT_00424,cool_stuff,700.0,20.0,20.0,20.0
PRODUCT_00425,drinks,700.0,20.0,20.0,20.0
